cluster_id,bracket_content,normalized_content,match_index_in_title,keyword,platform,pid,name,price,status,link
bracket_218,중고,중고,1,아이폰 17 프로 맥스,중고나라,228247689,[중고] SMALLRIG IPHONE 17 PRO MAX DUAL HANDHELD KIT,90000,판매중,https://web.joongna.com/product/228247689
bracket_001,새제품,새제품,1,아이폰 17 프로 맥스,중고나라,225052226,아이폰17 프로맥스 맥세이프 정품케이스 [새제품],44000,판매중,https://web.joongna.com/product/225052226
bracket_036,애플,애플,1,아이폰 17 프로 맥스,중고나라,223135776,[애플] 아이폰17 프로 맥스 정품 케이스,39000,판매중,https://web.joongna.com/product/223135776
bracket_082,소품용,소품용,1,아이폰 17 프로 맥스,중고나라,225549478,"[소품용] 아이폰17프로,프로맥스 박스",19000,판매중,https://web.joongna.com/product/225549478
bracket_082,소품용,소품용,1,아이폰 17 프로 맥스,중고나라,225549294,"[소품용] 아이폰17프로,프로맥스 박스",19000,판매중,https://web.joongna.com/product/225549294
bracket_001,새제품,새제품,1,아이폰 17 프로 맥스,중고나라,225912771,[새제품]케이스티파이 주토피아 닉 아이폰17프로맥스,51000,거래완료,https://web.joongna.com/product/225912771
bracket_020,KT,KT,1,아이폰 17 프로,번개장터,355977744,[KT]아이폰17프로(새상품/전색상/애플케어),1062000,판매중,https://m.bunjang.co.kr/products/355977744
bracket_024,알뜰통신사,알뜰통신사,1,아이폰 17 프로,번개장터,355959302,[알뜰통신사]아이폰17프로(새상품/전색상/정품),1282000,판매중,https://m.bunjang.co.kr/products/355959302
bracket_021,SKT,SKT,1,아이폰 17 프로,번개장터,355977411,[SKT]아이폰17프로(새상품/전색상/애플케어),1062000,판매중,https://m.bunjang.co.kr/products/355977411
bracket_020,KT,KT,1,아이폰 17 프로,번개장터,355958681,[KT]아이폰17프로(새상품/전색상/미개봉 얼리버드 특가),1032000,판매중,https://m.bunjang.co.kr/products/355958681
bracket_027,LG,LG,1,아이폰 17 프로,번개장터,355978022,[LG]아이폰17프로(새상품/전색상/애플케어),1062000,판매중,https://m.bunjang.co.kr/products/355978022
bracket_024,알뜰통신사,알뜰통신사,1,아이폰 17 프로,번개장터,355978409,[알뜰통신사]아이폰17프로(새상품/전색상/애플케어),1312000,판매중,https://m.bunjang.co.kr/products/355978409
bracket_021,SKT,SKT,1,아이폰 17 프로,번개장터,355958295,[SKT]아이폰17프로(새상품/전색상/미개봉 얼리버드 특가),1032000,판매중,https://m.bunjang.co.kr/products/355958295
bracket_027,LG,LG,1,아이폰 17 프로,번개장터,355959003,[LG]아이폰17프로(새상품/전색상/정품),1032000,판매중,https://m.bunjang.co.kr/products/355959003
bracket_001,미사용/새상품,미사용/새상품,1,아이폰 17 프로,번개장터,394159868,"[미사용/새상품]아이폰17에어 재고정리 할인[13,14,15,16,프로]",410000,판매중,https://m.bunjang.co.kr/products/394159868
bracket_022,"13,14,15,16,프로","13,14,15,16,프로",2,아이폰 17 프로,번개장터,394159868,"[미사용/새상품]아이폰17에어 재고정리 할인[13,14,15,16,프로]",410000,판매중,https://m.bunjang.co.kr/products/394159868
bracket_001,미사용/새상품,미사용/새상품,1,아이폰 17 프로,번개장터,394158623,"[미사용/새상품] 아이폰16프로 재고정리 할인 [13,14,15,17]",370000,판매중,https://m.bunjang.co.kr/products/394158623
bracket_022,"13,14,15,17","13,14,15,17",2,아이폰 17 프로,번개장터,394158623,"[미사용/새상품] 아이폰16프로 재고정리 할인 [13,14,15,17]",370000,판매중,https://m.bunjang.co.kr/products/394158623
bracket_001,미사용/새상품,미사용/새상품,1,아이폰 17 프로,번개장터,394160573,"[미사용/새상품] 아이폰17프로 재고정리 할인 [13,14,15,16]",610000,판매중,https://m.bunjang.co.kr/products/394160573
bracket_022,"13,14,15,16","13,14,15,16",2,아이폰 17 프로,번개장터,394160573,"[미사용/새상품] 아이폰17프로 재고정리 할인 [13,14,15,16]",610000,판매중,https://m.bunjang.co.kr/products/394160573
bracket_001,미사용/새상품,미사용/새상품,1,아이폰 17 프로,번개장터,394159506,"[미사용/새상품] 아이폰17 재고정리 할인 [13,14,15,16,프로]",110000,판매중,https://m.bunjang.co.kr/products/394159506
bracket_022,"13,14,15,16,프로","13,14,15,16,프로",2,아이폰 17 프로,번개장터,394159506,"[미사용/새상품] 아이폰17 재고정리 할인 [13,14,15,16,프로]",110000,판매중,https://m.bunjang.co.kr/products/394159506
bracket_001,미사용/새상품,미사용/새상품,1,아이폰 17 프로,번개장터,394157319,"[미사용/새상품] 아이폰16 재고정리 할인 [13,14,15,17,프로]",90000,판매중,https://m.bunjang.co.kr/products/394157319
bracket_022,"13,14,15,17,프로","13,14,15,17,프로",2,아이폰 17 프로,번개장터,394157319,"[미사용/새상품] 아이폰16 재고정리 할인 [13,14,15,17,프로]",90000,판매중,https://m.bunjang.co.kr/products/394157319
bracket_096,품번 170,품번 170,1,아이폰 17 프로,번개장터,406314466,배터리90 A+급 아이폰16프로 128G 블랙 [품번 170],1040000,판매중,https://m.bunjang.co.kr/products/406314466
bracket_096,품번 170,품번 170,1,아이폰 17 프로,번개장터,406297268,배터리90 A+급 아이폰16프로 128G 블랙 [품번 170],1040000,판매중,https://m.bunjang.co.kr/products/406297268
bracket_001,미사용/새상품,미사용/새상품,1,아이폰 17 프로,번개장터,394158159,"[미사용/새상품]아이폰16플러스 재고정리 할인[13,14,15,17프로]",190000,판매중,https://m.bunjang.co.kr/products/394158159
bracket_022,"13,14,15,17프로","13,14,15,17프로",2,아이폰 17 프로,번개장터,394158159,"[미사용/새상품]아이폰16플러스 재고정리 할인[13,14,15,17프로]",190000,판매중,https://m.bunjang.co.kr/products/394158159
bracket_001,미사용/새상품,미사용/새상품,1,아이폰 17 프로,번개장터,394155965,"[미사용/새상품] 아이폰15프로 재고정리 할인 [13,14,16,17]",290000,판매중,https://m.bunjang.co.kr/products/394155965
bracket_022,"13,14,16,17","13,14,16,17",2,아이폰 17 프로,번개장터,394155965,"[미사용/새상품] 아이폰15프로 재고정리 할인 [13,14,16,17]",290000,판매중,https://m.bunjang.co.kr/products/394155965
bracket_001,미사용/새상품,미사용/새상품,1,아이폰 17 프로,번개장터,394153402,"[미사용/새상품] 아이폰15 재고정리 할인 [13,14,16,17,프로]",70000,판매중,https://m.bunjang.co.kr/products/394153402
bracket_022,"13,14,16,17,프로","13,14,16,17,프로",2,아이폰 17 프로,번개장터,394153402,"[미사용/새상품] 아이폰15 재고정리 할인 [13,14,16,17,프로]",70000,판매중,https://m.bunjang.co.kr/products/394153402
bracket_040,대여,대여,1,아이폰 17 프로,번개장터,392463017,[대여] 아이폰17 프로 렌탈 1일 단기,34800,판매중,https://m.bunjang.co.kr/products/392463017
bracket_001,"미개봉,새상품","미개봉,새상품",1,아이폰 17 프로,번개장터,376431303,"[미개봉,새상품]아이폰17프로 256G",1192000,판매중,https://m.bunjang.co.kr/products/376431303
bracket_005,S급/풀박스,S급/풀박스,1,아이폰 17 프로,번개장터,405527345,[S급/풀박스] 아이폰 17 프로 블루 티타늄 512GB,1990000,판매중,https://m.bunjang.co.kr/products/405527345
bracket_171,A급/풀박스,A급/풀박스,1,아이폰 17 프로,번개장터,405527520,[A급/풀박스] 아이폰 17 프로  512GB 판매 (배터리 100%),1890000,판매중,https://m.bunjang.co.kr/products/405527520
bracket_034,삽니다,삽니다,1,아이폰 17 프로,번개장터,405560334,[삽니다] 케이스티파이 리플케이스 아이폰 17프로 쇼크핑크,65000,판매중,https://m.bunjang.co.kr/products/405560334
bracket_035,아이폰 17프로,아이폰 17프로,1,아이폰 17 프로,번개장터,404522336,[아이폰 17프로] 어반소피스티케이션 피젯 베이비발레,70000,판매중,https://m.bunjang.co.kr/products/404522336
bracket_035,아이폰 17프로,아이폰 17프로,1,아이폰 17 프로,번개장터,404450098,[아이폰 17프로] 어반소피스티케이션 델리킷 보우 인 레드 리본케이스,131000,판매중,https://m.bunjang.co.kr/products/404450098
bracket_001,할인특가/미사용,할인특가/미사용,1,아이폰 17 프로,번개장터,382120598,"[할인특가/미사용]아이폰16프로 판매합니다 +13,14,15,17시리즈",780000,판매중,https://m.bunjang.co.kr/products/382120598
bracket_001,할인특가/미사용,할인특가/미사용,1,아이폰 17 프로,번개장터,382108713,"[할인특가/미사용]아이폰16 판매합니다 +13,14,15,17,프로시리즈",330000,판매중,https://m.bunjang.co.kr/products/382108713
bracket_001,할인특가/미사용,할인특가/미사용,1,아이폰 17 프로,번개장터,382112521,"[할인특가/미사용]아이폰17프로 판매합니다 +13,14,15,16시리즈",930000,판매중,https://m.bunjang.co.kr/products/382112521
bracket_001,할인특가/미사용,할인특가/미사용,1,아이폰 17 프로,번개장터,382107733,"[할인특가/미사용]아이폰15프로 판매합니다 +13,14,16,17시리즈",630000,판매중,https://m.bunjang.co.kr/products/382107733
bracket_001,할인특가/미사용,할인특가/미사용,1,아이폰 17 프로,번개장터,382106627,"[할인특가/미사용]아이폰15 판매합니다 +13,14,16,17,프로시리즈",230000,판매중,https://m.bunjang.co.kr/products/382106627
bracket_001,할인특가/미사용,할인특가/미사용,1,아이폰 17 프로,번개장터,382111366,"[할인특가/미사용]아이폰17 판매합니다 +13,14,15,16,프로시리즈",430000,판매중,https://m.bunjang.co.kr/products/382111366
bracket_035,아이폰 17프로,아이폰 17프로,1,아이폰 17 프로,번개장터,397384379,[아이폰 17프로] 어반소피스티케이션 피젯 케이스 블루,70000,판매중,https://m.bunjang.co.kr/products/397384379
bracket_034,삽니다,삽니다,1,아이폰 17 프로,번개장터,404716831,[삽니다] 아이폰17프로 카메라무음 대여(5/1~5/2),11111,판매중,https://m.bunjang.co.kr/products/404716831
bracket_034,삽니다,삽니다,1,아이폰 17 프로,번개장터,383749253,[삽니다] 아이폰17프로 256 512미개봉,1680000,판매중,https://m.bunjang.co.kr/products/383749253
bracket_033,가개통,가개통,1,아이폰 17 프로,번개장터,400029730,[가개통] 아이폰17 프로 / 1TB / 실버 / 배터리성능 100%,2330000,예약중,https://m.bunjang.co.kr/products/400029730
bracket_035,아이폰 17프로,아이폰 17프로,1,아이폰 17 프로,번개장터,404034399,[아이폰 17프로] 어반소피스티케이션 헬로키티 스터즈,180000,판매중,https://m.bunjang.co.kr/products/404034399
bracket_001,미개봉,미개봉,1,아이폰 17 프로,번개장터,403754920,[미개봉]케이스티파이 아이폰17 프로 파워퍼프걸 블로섬 케이스,70000,판매중,https://m.bunjang.co.kr/products/403754920
bracket_001,미사용/특가,미사용/특가,1,아이폰 17 프로,번개장터,398688566,[미사용/특가] 아이폰17프로 번개장터 안전거래 가능,250000,판매중,https://m.bunjang.co.kr/products/398688566
bracket_035,아이폰 17프로,아이폰 17프로,1,아이폰 17 프로,번개장터,394805471,[아이폰 17프로] 어반소피스티케이션 크라잉 쿠로미,157000,판매중,https://m.bunjang.co.kr/products/394805471
bracket_001,"미개봉,새제품","미개봉,새제품",1,아이폰 17 프로,중고나라,227794406,"[미개봉,새제품]아이폰17프로 256G",1232000,판매중,https://web.joongna.com/product/227794406
bracket_020,KT,KT,1,아이폰 17,번개장터,355979576,아이폰17에어[KT](새상품/전색상/애플케어),788800,판매중,https://m.bunjang.co.kr/products/355979576
bracket_020,KT,KT,1,아이폰 17,번개장터,355975752,[KT]아이폰17(새상품/전색상/애플케어),498800,판매중,https://m.bunjang.co.kr/products/355975752
bracket_024,알뜰통신사,알뜰통신사,1,아이폰 17,번개장터,355957703,[알뜰통신사]아이폰17에어(새상품/전색상/정품),1084000,판매중,https://m.bunjang.co.kr/products/355957703
bracket_024,알뜰통신사,알뜰통신사,1,아이폰 17,번개장터,355954728,[알뜰통신사]아이폰17(새상품/전색상/미개봉 얼리버드 특가),787000,판매중,https://m.bunjang.co.kr/products/355954728
bracket_021,SKT,SKT,1,아이폰 17,번개장터,355979276,[SKT]아이폰17에어(새상품/전색상/애플케어),758800,판매중,https://m.bunjang.co.kr/products/355979276
bracket_021,SKT,SKT,1,아이폰 17,번개장터,355964266,[SKT]아이폰17(새상품/전색상/애플케어),599800,판매중,https://m.bunjang.co.kr/products/355964266
bracket_020,KT,KT,1,아이폰 17,번개장터,355953852,[KT]아이폰17(새상품/전색상/미개봉 얼리버드 특가),498800,판매중,https://m.bunjang.co.kr/products/355953852
bracket_020,KT,KT,1,아이폰 17,번개장터,355956105,[KT]아이폰17에어(새상품/전색상/미개봉 얼리버드 특가),758000,판매중,https://m.bunjang.co.kr/products/355956105
bracket_027,LG,LG,1,아이폰 17,번개장터,355976168,[LG]아이폰17(새상품/전색상/애플케어),498890,판매중,https://m.bunjang.co.kr/products/355976168
bracket_027,LG,LG,1,아이폰 17,번개장터,355980082,[LG]아이폰17에어(새상품/전색상/애플케어),689900,판매중,https://m.bunjang.co.kr/products/355980082
bracket_024,알뜰통신사,알뜰통신사,1,아이폰 17,번개장터,355980457,[알뜰통신사]아이폰17에어(새상품/전색상/애플케어),698800,판매중,https://m.bunjang.co.kr/products/355980457
bracket_024,알뜰통신사,알뜰통신사,1,아이폰 17,번개장터,355976650,[알뜰통신사]아이폰17(새상품/전색상/애플케어),798800,판매중,https://m.bunjang.co.kr/products/355976650
bracket_021,SKT,SKT,1,아이폰 17,번개장터,355955695,[SKT]아이폰17에어(새상품/전색상/미개봉 얼리버드 특가),859800,판매중,https://m.bunjang.co.kr/products/355955695
bracket_021,SKT,SKT,1,아이폰 17,번개장터,355951115,[SKT]아이폰17(새상품/전색상/미개봉 얼리버드 특가),787000,판매중,https://m.bunjang.co.kr/products/355951115
bracket_027,LG,LG,1,아이폰 17,번개장터,355956669,[LG]아이폰17에어(새상품/전색상/정품),648900,판매중,https://m.bunjang.co.kr/products/355956669
bracket_027,LG,LG,1,아이폰 17,번개장터,355954260,[LG]아이폰17(새상품/전색상/정품),550000,판매중,https://m.bunjang.co.kr/products/355954260
bracket_001,새상품,새상품,1,아이폰 17,번개장터,390085947,[ 새상품 ] 아이폰 17 폰케이스,5000,판매중,https://m.bunjang.co.kr/products/390085947
bracket_002,당일발송/할인상품,당일발송/할인상품,1,아이폰 17,번개장터,400875144,[당일발송/할인상품]아이폰7 32GB 실버 381735,143000,판매중,https://m.bunjang.co.kr/products/400875144
bracket_002,배터리100%,배터리100%,1,아이폰 17,번개장터,406391838,[배터리100%] 아이폰13 128기가 부산중고폰 01770김해 춘천,385000,판매중,https://m.bunjang.co.kr/products/406391838
bracket_001,미개봉,미개봉,1,아이폰 17,번개장터,364068679,[미개봉] 미쁜이 러브도트 vol.1 화이트 아이폰17,18080,판매중,https://m.bunjang.co.kr/products/364068679
bracket_001,미사용/특가,미사용/특가,1,아이폰 17,번개장터,398688177,[미사용/특가] 아이폰17 번개장터 안전거래 가능,500,판매중,https://m.bunjang.co.kr/products/398688177
bracket_124,381917,381917,1,아이폰 17,번개장터,406315127,[381917] 아이폰6S 로즈골드 64기가 가성비 공기계,115000,판매중,https://m.bunjang.co.kr/products/406315127
bracket_111,179519,179519,1,아이폰 17,번개장터,406311706,[179519] 아이폰XS MAX 64기가 그레이 공기계,275000,판매중,https://m.bunjang.co.kr/products/406311706
bracket_130,558017,558017,1,아이폰 17,번개장터,406306392,[558017] 아이폰7 32기가 블랙 공기계 판매 100%,135000,판매중,https://m.bunjang.co.kr/products/406306392
bracket_122,341770,341770,1,아이폰 17,번개장터,406305905,[341770] 아이폰7플러스 32기가 93% 블랙 공기계,140000,판매중,https://m.bunjang.co.kr/products/406305905
bracket_110,171591,171591,1,아이폰 17,번개장터,406302831,[171591] 아이폰7플러스 128기가 매트블랙 공기계 카메라,165000,판매중,https://m.bunjang.co.kr/products/406302831
bracket_134,641711,641711,1,아이폰 17,번개장터,406302415,[641711] 최고등급 아이폰7플러스 128기가 로즈골드 공기계,175000,판매중,https://m.bunjang.co.kr/products/406302415
bracket_166,969178,969178,1,아이폰 17,번개장터,406302020,[969178] 아이폰6S 64기가 로즈골드 공기계 판매,135000,판매중,https://m.bunjang.co.kr/products/406302020
bracket_163,821770,821770,1,아이폰 17,번개장터,406298766,[821770] 아이폰6S 64기가 그레이 공기계 100%,135000,판매중,https://m.bunjang.co.kr/products/406298766
bracket_215,인터넷보다 싼,인터넷보다 싼,1,아이폰 17,번개장터,396570281,"[인터넷보다 싼] 아이폰 17 케이스, 벨킨 디즈니 스티치",29000,판매중,https://m.bunjang.co.kr/products/396570281
bracket_141,74978,74978,1,아이폰 17,번개장터,402208078,@배터리99@ 아이폰 17 256GB 퍼플 [74978],1100000,판매중,https://m.bunjang.co.kr/products/402208078
bracket_199,번개페이,번개페이,1,아이폰 17,번개장터,398212143,[번개페이]아이폰17 라벤더 256 풀박스 + 애케플 애플케어,1090000,판매중,https://m.bunjang.co.kr/products/398212143
bracket_001,미개봉 자급제,미개봉 자급제,1,아이폰 17,번개장터,406170098,[미개봉 자급제]애플 아이폰 17 512g 화이트/블랙,1590000,판매중,https://m.bunjang.co.kr/products/406170098
bracket_182,ios17.7,ios17.7,1,아이폰 17,번개장터,319455436,[ios17.7]아이폰 Xs Max 골드 256기가+케이스5종+보호필름,442942,판매중,https://m.bunjang.co.kr/products/319455436
bracket_048,개통폰,개통폰,1,아이폰 17,번개장터,403441114,[개통폰] 아이폰17 타통신사 -> KT 번호이동 최고조건,287000,판매중,https://m.bunjang.co.kr/products/403441114
