keyword,canonical_name,platform,pid,name,price,status,description,image_url,link,date,matched_keywords
아이폰 17,아이폰 17,번개장터,373747284,"아이폰 16,17 프로, 맥스 애플정품 클리어케이스 미개봉",36000,판매중,,https://media.bunjang.co.kr/product/373747284_1_1778114520_w{res}.jpg,https://m.bunjang.co.kr/products/373747284,2026-05-08 10:26,아이폰 17
아이폰 17,아이폰 17,번개장터,396730533,아이폰17프로 256 실버 팝니다,1750000,판매중,,https://media.bunjang.co.kr/product/396730533_1_1775801939_w{res}.jpg,https://m.bunjang.co.kr/products/396730533,2026-05-08 10:20,아이폰 17
아이폰 17,아이폰 17,번개장터,355982213,[LG]아이폰17프로맥스(새상품/전색상/애플케어),1498800,판매중,,https://media.bunjang.co.kr/product/355982213_1_1773743825_w{res}.jpg,https://m.bunjang.co.kr/products/355982213,2026-05-08 10:20,아이폰 17
아이폰 17,아이폰 17,번개장터,355980082,[LG]아이폰17에어(새상품/전색상/애플케어),689900,판매중,,https://media.bunjang.co.kr/product/355980082_1_1773127599_w{res}.jpg,https://m.bunjang.co.kr/products/355980082,2026-05-08 10:20,아이폰 17
아이폰 17,아이폰 17,번개장터,355978022,[LG]아이폰17프로(새상품/전색상/애플케어),1062000,판매중,,https://media.bunjang.co.kr/product/355978022_1_1757753754_w{res}.jpg,https://m.bunjang.co.kr/products/355978022,2026-05-08 10:20,아이폰 17
아이폰 17,아이폰 17,번개장터,355976168,[LG]아이폰17(새상품/전색상/애플케어),498890,판매중,,https://media.bunjang.co.kr/product/355976168_1_1763048025_w{res}.jpg,https://m.bunjang.co.kr/products/355976168,2026-05-08 10:20,아이폰 17
아이폰 17,아이폰 17,번개장터,400229203,테무 아이폰 17 폰케이스 미개봉,4000,판매중,,https://media.bunjang.co.kr/product/400229203_1_1775631286_w{res}.jpg,https://m.bunjang.co.kr/products/400229203,2026-05-08 10:15,아이폰 17
아이폰 17,아이폰 17,번개장터,355980457,[알뜰통신사]아이폰17에어(새상품/전색상/애플케어),698800,판매중,,https://media.bunjang.co.kr/product/355980457_1_1773135375_w{res}.jpg,https://m.bunjang.co.kr/products/355980457,2026-05-08 10:10,아이폰 17
아이폰 17,아이폰 17,번개장터,355978409,[알뜰통신사]아이폰17프로(새상품/전색상/애플케어),1312000,판매중,,https://media.bunjang.co.kr/product/355978409_1_1757753859_w{res}.jpg,https://m.bunjang.co.kr/products/355978409,2026-05-08 10:10,아이폰 17
아이폰 17,아이폰 17,번개장터,355976650,[알뜰통신사]아이폰17(새상품/전색상/애플케어),798800,판매중,,https://media.bunjang.co.kr/product/355976650_1_1773760981_w{res}.jpg,https://m.bunjang.co.kr/products/355976650,2026-05-08 10:10,아이폰 17
