keyword,platform,pid,name,price,status,description,image_url,link,date,normalized_title,brand,model_name,product_type,is_accessory,storage_gb,trade_status,cpu_name,gpu_name,ram_gb,ssd_gb,performance_level
애플워치,번개장터,406547659,애플워치11 42mm,380000,판매중,,https://media.bunjang.co.kr/product/406547659_1_1778206063_w{res}.jpg,https://m.bunjang.co.kr/products/406547659,2026-05-08 16:26,애플워치11 42mm,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406762218,애플워치11 제트블랙 42mm,380000,판매중,,https://media.bunjang.co.kr/product/406762218_1_1778224824_w{res}.jpg,https://m.bunjang.co.kr/products/406762218,2026-05-08 16:26,애플워치11 제트블랙 42mm,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406058115,애플워치 SE2 2세대 배터리 100% S급 풀구성 (1달 사용),190000,판매중,,https://media.bunjang.co.kr/product/406058115_1_1778150374_w{res}.jpg,https://m.bunjang.co.kr/products/406058115,2026-05-08 16:22,애플워치 se2 2세대 배터리 100% s급 풀구성 (1달 사용),애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,399682243,Apple 워치 SE3 GPS 미드나이트 44mm,350000,판매중,,https://media.bunjang.co.kr/product/399682243_1_1775389585_w{res}.jpg,https://m.bunjang.co.kr/products/399682243,2026-05-08 16:22,apple 워치 se3 gps 미드나이트 44mm,,,UNKNOWN,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,382405401,애플워치 시리즈 5 44mm,290000,판매중,,https://media.bunjang.co.kr/product/382405401_1_1777107806_w{res}.jpg,https://m.bunjang.co.kr/products/382405401,2026-05-08 16:22,애플워치 시리즈 5 44mm,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406760257,애플워치 시리즈7 41mm,110000,판매중,,https://media.bunjang.co.kr/product/406760257_1_1778224154_w{res}.jpg,https://m.bunjang.co.kr/products/406760257,2026-05-08 16:20,애플워치 시리즈7 41mm,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,400817445,애플워치 38/40/41mm 베이지 시계줄 새상품 애플워치 스트랩,2000,판매중,,https://media.bunjang.co.kr/product/400817445_1_1777619401_w{res}.jpg,https://m.bunjang.co.kr/products/400817445,2026-05-08 16:08,애플워치 38/40/41mm 베이지 시계줄 애플워치 스트랩,애플,애플워치,STRAP,Y,,SALE,,,,,UNKNOWN
애플워치,번개장터,402460649,애플워치 6 44m 스테인리스 실버,150000,판매중,,https://media.bunjang.co.kr/product/402460649_1_1778063208_w{res}.jpg,https://m.bunjang.co.kr/products/402460649,2026-05-08 16:08,애플워치 6 44m 스테인리스 실버,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406759645,애플워치 SE2 44mm (GPS),250000,판매중,,https://media.bunjang.co.kr/product/406759645_1_1778224311_w{res}.jpg,https://m.bunjang.co.kr/products/406759645,2026-05-08 16:05,애플워치 se2 44mm (gps),애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,403733999,애플워치 에르메스 정품 실리콘 스트랩 오랑쥬 (44-49mm용) 민트급,140000,판매중,,https://media.bunjang.co.kr/product/403733999_1_1777031681_w{res}.jpg,https://m.bunjang.co.kr/products/403733999,2026-05-08 16:03,애플워치 에르메스 실리콘 스트랩 오랑쥬 (44-49mm용) 민트급,애플,애플워치,STRAP,Y,,SALE,,,,,UNKNOWN
애플워치,번개장터,391124902,애플워치 에르메스 아수라 스위프트 가죽 스트랩 (44-49mm용) 정품,340000,판매중,,https://media.bunjang.co.kr/product/391124902_1_1777449689_w{res}.jpg,https://m.bunjang.co.kr/products/391124902,2026-05-08 16:03,애플워치 에르메스 아수라 스위프트 가죽 스트랩 (44-49mm용),애플,애플워치,STRAP,Y,,SALE,,,,,UNKNOWN
애플워치,번개장터,376661754,애플워치7 에르메스 45mm 실버 후면 파손,220000,판매중,,https://media.bunjang.co.kr/product/376661754_1_1778223500_w{res}.jpg,https://m.bunjang.co.kr/products/376661754,2026-05-08 16:03,애플워치7 에르메스 45mm 실버 후면 파손,애플,애플워치,PARTS,Y,,SALE,,,,,UNKNOWN
애플워치,번개장터,346952365,애플워치 에르메스 정품 실리콘 스트랩 오랑쥬 (44-49mm용),110000,판매중,,https://media.bunjang.co.kr/product/346952365_1_1776674528_w{res}.jpg,https://m.bunjang.co.kr/products/346952365,2026-05-08 16:03,애플워치 에르메스 실리콘 스트랩 오랑쥬 (44-49mm용),애플,애플워치,STRAP,Y,,SALE,,,,,UNKNOWN
애플워치,번개장터,346951878,애플워치 에르메스 누아 스위프트 가죽 디버클 스트랩(44-49mm용),330000,판매중,,https://media.bunjang.co.kr/product/346951878_1_1770699991_w{res}.jpg,https://m.bunjang.co.kr/products/346951878,2026-05-08 16:03,애플워치 에르메스 누아 스위프트 가죽 디버클 스트랩(44-49mm용),애플,애플워치,STRAP,Y,,SALE,,,,,UNKNOWN
애플워치,번개장터,322544281,애플워치 에르메스 에벤느 바레니아 가죽 스트랩(44-49mm용),180000,판매중,,https://media.bunjang.co.kr/product/322544281_1_1760082223_w{res}.jpg,https://m.bunjang.co.kr/products/322544281,2026-05-08 16:03,애플워치 에르메스 에벤느 바레니아 가죽 스트랩(44-49mm용),애플,애플워치,STRAP,Y,,SALE,,,,,UNKNOWN
애플워치,번개장터,406759043,전국출장매입 갤럭시탭 아이패드 애플워치 아이패드 에어팟24시간 전국,4000,판매중,,https://media.bunjang.co.kr/product/406759043_1_1778223772_w{res}.jpg,https://m.bunjang.co.kr/products/406759043,2026-05-08 16:02,전국출장매입 갤럭시탭 아이패드 애플워치 아이패드 에어팟24시간 전국,삼성,에어팟,smartphone,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406170086,애플워치 에르메스 킬림 누아 디버클 스트랩(44-49mm용),400000,판매중,,https://media.bunjang.co.kr/product/406170086_1_1777978617_w{res}.jpg,https://m.bunjang.co.kr/products/406170086,2026-05-08 15:58,애플워치 에르메스 킬림 누아 디버클 스트랩(44-49mm용),애플,애플워치,STRAP,Y,,SALE,,,,,UNKNOWN
애플워치,번개장터,402910522,애플워치8 에르메스 실버 스테인리스 애케플,520000,판매중,,https://media.bunjang.co.kr/product/402910522_1_1777284316_w{res}.jpg,https://m.bunjang.co.kr/products/402910522,2026-05-08 15:58,애플워치8 에르메스 실버 스테인리스 애케플,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,400261005,애플워치10 46mm 슬레이트티타늄 깔끔 배터리93%,540000,판매중,,https://media.bunjang.co.kr/product/400261005_1_1777955077_w{res}.jpg,https://m.bunjang.co.kr/products/400261005,2026-05-08 15:56,애플워치10 46mm 슬레이트티타늄 깔끔 배터리93%,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,403742050,애플워치 울트라 2,750000,판매중,,https://media.bunjang.co.kr/product/403742050_1_1777034349_w{res}.jpg,https://m.bunjang.co.kr/products/403742050,2026-05-08 15:54,애플워치 울트라 2,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,402861107,애플워치 11 GPS 제트 블랙 알루미늄 42mm,430000,판매중,,https://media.bunjang.co.kr/product/402861107_1_1776660350_w{res}.jpg,https://m.bunjang.co.kr/products/402861107,2026-05-08 15:52,애플워치 11 gps 제트 블랙 알루미늄 42mm,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,404962009,애플워치 울트라1,400000,판매중,,https://media.bunjang.co.kr/product/404962009_1_1778223093_w{res}.jpg,https://m.bunjang.co.kr/products/404962009,2026-05-08 15:51,애플워치 울트라1,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,405789879,애플워치 울트라2 블랙 팝니다,610000,판매중,,https://media.bunjang.co.kr/product/405789879_1_1778084631_w{res}.jpg,https://m.bunjang.co.kr/products/405789879,2026-05-08 15:49,애플워치 울트라2 블랙,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406755795,카카오프렌즈 춘식이 애플워치 보조배터리,10000,판매중,,https://media.bunjang.co.kr/product/406755795_1_1778222814_w{res}.jpg,https://m.bunjang.co.kr/products/406755795,2026-05-08 15:46,카카오프렌즈 춘식이 애플워치 보조배터리,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,394781500,애플워치 에르메스 그랜드H 사티네 밴드 팝니다,1090000,판매중,,https://media.bunjang.co.kr/product/394781500_1_1774605271_w{res}.jpg,https://m.bunjang.co.kr/products/394781500,2026-05-08 15:46,애플워치 에르메스 그랜드h 사티네 밴드,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406732255,애플워치 울트라3 49mm 티타늄 급처,850000,판매중,,https://media.bunjang.co.kr/product/406732255_1_1778220838_w{res}.jpg,https://m.bunjang.co.kr/products/406732255,2026-05-08 15:42,애플워치 울트라3 49mm 티타늄,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406754961,애플워치 se2 44mm,120000,판매중,,https://media.bunjang.co.kr/product/406754961_1_1778222555_w{res}.jpg,https://m.bunjang.co.kr/products/406754961,2026-05-08 15:42,애플워치 se2 44mm,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,405639014,애플워치울트라2 블랙 풀박 S급/애플케어o/배터리효율100%,850000,판매중,,https://media.bunjang.co.kr/product/405639014_1_1778222388_w{res}.jpg,https://m.bunjang.co.kr/products/405639014,2026-05-08 15:40,애플워치울트라2 블랙 s급/애플케어o/배터리효율100%,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,383495883,애플워치 SE 2세대 GPS+셀룰러 블랙,220000,판매중,,https://media.bunjang.co.kr/product/383495883_1_1778128208_w{res}.jpg,https://m.bunjang.co.kr/products/383495883,2026-05-08 15:36,애플워치 se 2세대 gps+셀룰러 블랙,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406377665,애플워치 5 44mm,46000,판매중,,https://media.bunjang.co.kr/product/406377665_1_1778222050_w{res}.jpg,https://m.bunjang.co.kr/products/406377665,2026-05-08 15:34,애플워치 5 44mm,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406547900,애플워치7 45mm 효율 85%팝니다,150000,판매중,,https://media.bunjang.co.kr/product/406547900_1_1778133920_w{res}.jpg,https://m.bunjang.co.kr/products/406547900,2026-05-08 15:33,애플워치7 45mm 효율 85%,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406617206,애플워치 se2 44m 셀룰러,200000,판매중,,https://media.bunjang.co.kr/product/406617206_1_1778155326_w{res}.jpg,https://m.bunjang.co.kr/products/406617206,2026-05-08 15:32,애플워치 se2 44m 셀룰러,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,406435629,S급 애플워치 se2 실버 40mm 풀박 배터리성능 100%,230000,판매중,,https://media.bunjang.co.kr/product/406435629_1_1778215446_w{res}.jpg,https://m.bunjang.co.kr/products/406435629,2026-05-08 15:26,s급 애플워치 se2 실버 40mm 배터리성능 100%,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,396213029,[앤커] 애플워치 맥고 10000mAh 보조배터리 블랙,90000,판매중,,https://media.bunjang.co.kr/product/396213029_1_1773966874_w{res}.jpg,https://m.bunjang.co.kr/products/396213029,2026-05-08 15:26,[앤커] 애플워치 맥고 10000mah 보조배터리 블랙,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,378736190,애플워치 에르메스 킬림 오랑쥬 42mm,400000,판매중,,https://media.bunjang.co.kr/product/378736190_1_1768542270_w{res}.jpg,https://m.bunjang.co.kr/products/378736190,2026-05-08 15:26,애플워치 에르메스 킬림 오랑쥬 42mm,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
애플워치,번개장터,300548389,애플워치7 41mm,190000,판매중,,https://media.bunjang.co.kr/product/300548389_1_1750076666_w{res}.jpg,https://m.bunjang.co.kr/products/300548389,2026-05-08 15:24,애플워치7 41mm,애플,애플워치,watch,N,,SALE,,,,,UNKNOWN
