keyword,cluster_id,representative_name,original_representative_name,item_count,min_price,median_price,average_price,max_price,sample_names,original_sample_names
갤럭시,206,갤럭시a16라이트그린 무잔상 3337,"갤럭시A16라이트그린,무잔상(3337)",169,163000,165000.0,164715.97633136096,165000,갤럭시a16라이트그린 무잔상 3337,"갤럭시A16라이트그린,무잔상(3337)"
갤럭시,406,갤럭시a33블랙 6380,갤럭시A33블랙(6380),143,127000,132000.0,131580.41958041958,132000,갤럭시a33블랙 6380,갤럭시A33블랙(6380)
갤럭시,330,갤럭시버디4블랙a 플러스 급 무잔상 5139,"갤럭시버디4블랙A+급,무잔상(5139)",132,165000,165000.0,165000.0,165000,갤럭시버디4블랙a 플러스 급 무잔상 5139,"갤럭시버디4블랙A+급,무잔상(5139)"
갤럭시,535,갤럭시s22핑크무잔상 3663,갤럭시S22핑크무잔상(3663),131,245000,245000.0,245000.0,245000,갤럭시s22핑크무잔상 3663,갤럭시S22핑크무잔상(3663)
갤럭시,311,갤럭시노트8블루 무잔상 께끗 1925,"갤럭시노트8블루,무잔상,께끗(1925)",130,105000,105000.0,105000.0,105000,갤럭시노트8블루 무잔상 께끗 1925,"갤럭시노트8블루,무잔상,께끗(1925)"
갤럭시,564,갤럭시a33블루a 플러스 급 무잔상 7818,"갤럭시A33블루A+급,무잔상(7818)",127,135000,135000.0,135000.0,135000,갤럭시a33블루a 플러스 급 무잔상 7818,"갤럭시A33블루A+급,무잔상(7818)"
갤럭시,631,갤럭시a51블랙 무잔상 7741,"갤럭시A51블랙,무잔상(7741)",122,109000,109000.0,109000.0,109000,갤럭시a51블랙 무잔상 7741,"갤럭시A51블랙,무잔상(7741)"
갤럭시,500,갤럭시a33블루 1553,갤럭시A33블루(1553),121,120000,120000.0,120000.0,120000,갤럭시a33블루 1553,갤럭시A33블루(1553)
갤럭시,187,s급 삼성 갤럭시s21 퍼플 정상해지 할인가능,S급 삼성 갤럭시S21 퍼플 팝니다 정상해지 할인가능,113,55000,215000.0,255318.58407079647,580000,s급 삼성 갤럭시노트20 브론즈 정상해지 할인가능 | 도매 삼성 갤럭시s8 플러스 정상해지 폰 할인가능 | 도매 삼성 갤럭시노트9 퍼플 정상해지 폰 할인가능 | 도매 갤럭시노트7 업무용 정상해지 폰 할인가능,S급 삼성 갤럭시노트20 5G 브론즈팝니다 정상해지 할인가능 | 도매 삼성 갤럭시S8 플러스 팝니다 정상해지 중고폰 할인가능 | 도매 삼성 갤럭시노트9 퍼플 팝니다 정상해지 중고폰 할인가능 | 도매 갤럭시노트7 업무용 팝니다 정상해지 중고폰 할인가능
갤럭시,331,리퍼급 갤럭시s22 퍼플 무잔상 최고등급,리퍼급]갤럭시S22 퍼플 무잔상 최고등급,94,229000,279000.0,294893.6170212766,330000,리퍼급 갤럭시s23fe 크림 최고등급 공기계 리퍼급 | 리퍼급 갤럭시s23fe 그라파이트 최고등급 공기계 리퍼급 | 리퍼급 갤럭시s23fe 급 공기계 폰 | 리퍼급 갤럭시s21 바이올렛 무잔상 최고등급,리퍼급]갤럭시S23FE 크림 최고등급 공기계 리퍼급 | 리퍼급]갤럭시S23FE 그라파이트 최고등급 공기계 리퍼급 | 리퍼급 갤럭시s23FE 256GB 새상품급 공기계 중고폰 | 리퍼급]갤럭시S21 바이올렛 무잔상 최고등급
갤럭시,725,갤럭시s8오키드그레이 무잔상 8898,갤럭시S8오키드그레이.무잔상(8898),88,95000,95000.0,95000.0,95000,갤럭시 s8오키드그레이 a급 무잔상 정상공기기 폰 | 갤럭시s8오키드그레이 무잔상 8898,갤럭시 S8오키드그레이 A급 무잔상 정상공기기 중고폰 | 갤럭시S8오키드그레이.무잔상(8898)
갤럭시,378,갤럭시노트20미스틱그레이 무잔상 0820,"갤럭시노트20미스틱그레이,무잔상(0820)",74,179000,179000.0,179000.0,179000,갤럭시노트20미스틱그레이 무잔상 0820,"갤럭시노트20미스틱그레이,무잔상(0820)"
갤럭시,446,갤럭시노트20미스틱브론즈 7590,갤럭시노트20미스틱브론즈(7590),72,155000,155000.0,155000.0,155000,갤럭시노트20미스틱브론즈 7590,갤럭시노트20미스틱브론즈(7590)
갤럭시,532,갤럭시와이드8민트s급 무잔상 8250,"갤럭시와이드8민트S급,무잔상(8250)",68,165000,165000.0,165000.0,165000,갤럭시와이드8민트s급 무잔상 8250,"갤럭시와이드8민트S급,무잔상(8250)"
갤럭시,93,갤럭시 a32화이트 정상공기기 폰,갤럭시 A32화이트 정상공기기 중고폰,62,95000,110000.0,135080.64516129033,200000,갤럭시 s22화이트 무잔상 정상공기기 폰 | 갤럭시 a32화이트 정상공기기 폰,갤럭시 S22화이트 무잔상 정상공기기 중고폰 | 갤럭시 A32화이트 정상공기기 중고폰
갤럭시,414,갤럭시 스타일폴더 블랙 a급 정상공기기 폰,갤럭시 스타일폴더 블랙 A급 정상공기기 중고폰,56,65000,65000.0,85089.28571428571,140000,갤럭시 스타일폴더2 블랙 a급 무잔상 정상공기기 폰 | 갤럭시 스타일폴더 블랙 a급 정상공기기 폰 | 갤럭시 스타일폴더블랙 무잔상 정상공기계 폰 | 갤럭시 스타일폴더 화이트 무잔상 정상공기기 폰,갤럭시 스타일폴더2 블랙 A급 무잔상 정상공기기 중고폰 | 갤럭시 스타일폴더 블랙 A급 정상공기기 중고폰 | 갤럭시 스타일폴더블랙 무잔상 정상공기계 중고폰 | 갤럭시 스타일폴더 화이트 무잔상 정상공기기 중고폰
갤럭시,337,1348 갤럭시s21 깨끗한기기,(1348)갤럭시s21 256gb 깨끗한기기 판매,55,48000,169000.0,174618.18181818182,523000,갤럭시s9 깨끗한기기 | 501 갤럭시s9 깨끗한기기 | 1430 갤럭시z플립3 256 깨끗한기기 | 갤럭시와이드4 깨끗한기기 | 갤럭시s24 깨끗한기기,갤럭시s9 64gb 깨끗한기기 | (501)갤럭시s9 64gb 깨끗한기기 | (1430)갤럭시z플립3 256 깨끗한기기 판매 | 갤럭시와이드4 깨끗한기기 판매 | 갤럭시s24 256gb 깨끗한기기 판매
갤럭시,18,갤럭시s23플러스 256,갤럭시s23플러스 256 판매합니다,55,300000,393000.0,400054.54545454547,495000,갤럭시s23플러스 256 | 갤럭시 s23플러스 | 01496 당일발송 리퍼급 갤럭시s23플러스 크림 무잔상 | 3525 갤럭시s23플러스 256 | 갤럭시 s23플러스 라벤더 a급,갤럭시s23플러스 256 판매합니다 | 갤럭시 S23플러스 256GB | [01496] 당일발송 리퍼급 갤럭시S23플러스 256GB 크림 무잔상 | (3525)갤럭시s23플러스 256 판매합니다 | 갤럭시 S23플러스 라벤더 256GB A급 팝니다.
갤럭시,34,삼성 갤럭시 노트9,삼성 갤럭시 노트9 128GB,54,75000,100000.0,97777.77777777778,130000,갤럭시 노트9 코퍼 정상공기기 폰 | 갤럭시 노트9 코퍼 무잔상 정상공기기 폰 | 갤럭시 노트9코퍼 정상공기기 폰 | 갤럭시 노트9 메탈코퍼 정상공기기 폰,갤럭시 노트9 코퍼 정상공기기 중고폰 | 갤럭시 노트9 코퍼 무잔상 정상공기기 중고폰 | 갤럭시 노트9코퍼 정상공기기 중고폰 | 갤럭시 노트9 메탈코퍼 정상공기기 중고폰
갤럭시,297,무선충전가능 갤럭시s9 레드 268533 울산 폰,!!무선충전가능!! 갤럭시S9 레드 64GB 268533 울산중고폰,54,115000,125000.0,125000.0,145000,무선충전가능 갤럭시s9플러스 퍼플 123996 울산 폰 | 무선충전가능 갤럭시s9플러스 퍼플 388652 울산 폰 | 무선충전가능 갤럭시s9 레드 51293 울산 폰 | 무선충전가능 갤럭시s9 레드 481367 울산 폰 | 무선충전가능 갤럭시s9 퍼플 427161 울산 폰,!!무선충전가능!! 갤럭시S9플러스 퍼플 64GB 123996 울산중고폰 | !!무선충전가능!! 갤럭시S9플러스 퍼플 64GB 388652 울산중고폰 | !!무선충전가능!! 갤럭시S9 64GB 레드 51293 울산중고폰 | !!무선충전가능!! 갤럭시S9 레드 64GB 481367 울산중고폰 | !!무선충전가능!! 갤럭시S9 퍼플 64GB 427161 울산중고폰
갤럭시,41,갤럭시워치8 40mm 블루투스용,갤럭시워치8 40mm 블루투스용,53,40000,220000.0,198169.81132075473,320000,갤럭시워치 삼성 갤럭시워치5 wifi 40mm sm r900 블랙 | 갤럭시워치 삼성 갤럭시워치 5 lte 40mm sm r905n | 갤럭시워치8 40mm | 갤럭시워치 4 40mm 실버,"(갤럭시워치) 삼성 갤럭시워치5 wifi 40mm SM-R900 블랙 | (갤럭시워치) 삼성 갤럭시워치 5 LTE 40mm SM-R905N | 미개봉 갤럭시워치8 40mm | 갤럭시워치8, 40mm 미개봉 | 갤럭시워치 4 40mm 실버"
갤럭시,341,갤럭시s24,갤럭시S24,53,198800,440000.0,445033.96226415096,599000,마지막재고 갤럭시s24 | 초단기사용 갤럭시s24 갤럭시s24 플러스 색상 선택가능 | 3701 갤럭시s24 256 | 갤럭시s24 256,[마지막재고]갤럭시S24 [256GB] | 초단기사용 갤럭시S24 갤럭시S24+ 512G 색상 선택가능 | (3701)갤럭시s24 256 판매합니다 | 갤럭시s24 256 판매합니다
갤럭시,399,갤럭시노트20울트라 256기가 미스틱브론즈 부산 폰 02095 서울,갤럭시노트20울트라 256기가 미스틱브론즈 부산중고폰 02095 서울,46,155000,262000.0,263384.347826087,400000,갤럭시 노트20울트라 브론즈 256기가 | 갤럭시노트20울트라 무잔상 95671 | 갤럭시노트20울트라 화이트 n986 | 갤럭시노트20울트라 블랙 내용필독 n986 | 갤럭시노트20울트라 무잔상 59096,갤럭시 노트20울트라 브론즈 256기가 | 갤럭시노트20울트라 256G 무잔상 95671 | 갤럭시노트20울트라 256G 화이트(N986) 판매합니다 | 갤럭시노트20울트라 256G 블랙(내용필독 N986) 판매합니다 | 갤럭시노트20울트라 256G 무잔상 59096
갤럭시,240,갤럭시 퀀텀4 블랙 s급 정상공기기 폰,갤럭시 퀀텀4 블랙 S급 정상공기기 중고폰,45,120000,200000.0,188444.44444444444,240000,갤럭시 퀀텀4블랙 s급 무잔상 정상공기기 폰 | 갤럭시 퀀텀4 블랙 s급 정상공기기 폰,갤럭시 퀀텀4블랙 S급 무잔상 정상공기기 중고폰 | 갤럭시 퀀텀4 블랙 S급 정상공기기 중고폰
갤럭시,183,s급 삼성 갤럭시s22 무잔상 구성품포함 폰,S급 삼성 갤럭시S22 무잔상 팝니다 구성품포함 중고폰,45,285000,295000.0,303311.1111111111,399000,무결점 삼성 갤럭시s23fe 정상해지단말기 구성품포함 | 무결점 삼성 갤럭시s23fe 도매가 폰 구성품포함 | s급 삼성 갤럭시s22바이올렛 무잔상 정상해지 폰 구성품포함 | s급 최상품 삼성 갤럭시s22 정상해지 폰 구성품포함,무결점 삼성 갤럭시S23FE 정품 정상해지단말기 구성품포함 | 무결점 삼성 갤럭시S23FE 도매가판매 중고폰 구성품포함 | S급 삼성 갤럭시S22바이올렛 무잔상 정상해지 중고폰 구성품포함 | S급 최상품 삼성 갤럭시S22 정상해지 중고폰 구성품포함
갤럭시,20,갤럭시탭 s8 실버 갤탭 wifi,갤럭시탭 S8 실버 갤탭 128GB WiFi,45,39000,380000.0,346028.8888888889,660000,삼성 갤럭시탭 a6 데이터 플러스 wifi 가능한 모델 여러대있습니다 | 갤럭시탭s7 wifi 케이스 포함 | 갤럭시탭 a7 lte 플러스 wifi sm t505n | 갤럭시탭 s9 wifi | 갤럭시탭 s9 fe wifi,"삼성 갤럭시탭 A6 32GB 데이터+WIFI 가능한 모델 여러대있습니다 | 갤럭시탭S7(WIFI, 512GB) 판매(정품 케이스 포함) | 갤럭시탭 A7 LTE+wifi 64G SM-T505N | 갤럭시탭 S9 128G WIFI | 갤럭시탭 S9 FE 128G WIFI"
갤럭시,30,갤럭시z플립6 블루 256 함,갤럭시z플립6 블루 256 판매함,45,189000,400000.0,398820.0,590000,갤럭시z플립6 | f741 갤럭시z플립6 민트 | 완납폰 제휴카드x 갤럭시z플립6 쓰던 유신 그대로 교체 | 삼성 갤럭시z플립6 갤럭시제트플립6 갤럭시z플립5 갤럭시z플립4 삼성,갤럭시Z플립6 [256GB] | 갤럭시Z플립6 | F741 갤럭시Z플립6 민트 256GB | [새상품/완납폰/제휴카드X]갤럭시Z플립6 쓰던 유신 그대로 교체 | [삼성]갤럭시Z플립6(갤럭시제트플립6/갤럭시Z플립5/갤럭시Z플립4/삼성)
갤럭시,268,갤럭시 a52s 화이트 무잔상 정상공기기 폰,갤럭시 A52S 화이트 무잔상 정상공기기 중고폰,44,60000,135000.0,133522.72727272726,160000,갤럭시 a52s 화이트 무잔상 정상공기기 폰 | 삼성 갤럭시a52s sm a528n a급 | 갤럭시 a52s 라벤더 정상공기기 폰 | 갤럭시 a52s화이트 무잔상 정상공기기 폰 | 갤럭시a52s 블랙 a528b 무잔상,갤럭시 A52S 화이트 무잔상 정상공기기 중고폰 | 삼성 갤럭시A52s (SM-A528N) A급 | 갤럭시 A52S 라벤더 정상공기기 중고폰 | 갤럭시 A52S화이트 무잔상 정상공기기 중고폰 | 갤럭시A52S 128G 블랙(A528B) 무잔상 판매합니다
갤럭시,201,특s급 갤럭시 s21플러스 영천 폰 부산 폰,특S급 갤럭시  S21플러스 256GB  영천중고폰 부산중고폰,42,160000,205000.0,213047.61904761905,449000,갤럭시 s21플러스 블랙 정상공기기 폰 | 갤럭시 s21플러스 바이올렛 정상공기기 폰 | 갤럭시 s21플러스 블랙 무잔상 a급 정상공기기 폰 | 갤럭시s21플러스 상태굿 폰,갤럭시 S21플러스 블랙 정상공기기 중고폰 | 갤럭시 S21플러스 바이올렛 정상공기기 중고폰 | 갤럭시 S21플러스 블랙 무잔상 A급 정상공기기 중고폰 | 갤럭시S21플러스 256G 상태굿 중고폰
갤럭시,174,갤럭시 노트8블루 무잔상 a급 정상공기기 폰,갤럭시 노트8블루 무잔상 A급 정상공기기 중고폰,41,60000,110000.0,102682.9268292683,110000,갤럭시 노트5핑크 정상공기기 폰 | 갤럭시 노트8블루 정상공기기 폰 | 갤럭시 노트8 그레이 a급 무잔상 정상공기기 폰 | 갤럭시 노트8블루 무잔상 a급 정상공기기 폰,갤럭시 노트5핑크 정상공기기 중고폰 | 갤럭시 노트8블루 정상공기기 중고폰 | 갤럭시 노트8 그레이 A급 무잔상 정상공기기 중고폰 | 갤럭시 노트8블루 무잔상 A급 정상공기기 중고폰
갤럭시,69,갤럭시s24플러스 256기가,갤럭시s24플러스 256기가,41,293000,500000.0,501509.756097561,660000,갤럭시s24플러스 전색상 극소량 | 마지막재고 갤럭시s24플러스 | 갤럭시s24플러스 256 깨끗한기기 | 4911 갤럭시s24플러스 256 깨끗한기기 | 갤럭시s24플러스 256,갤럭시S24플러스[전색상 극소량] | [마지막재고]갤럭시S24플러스 [256GB] | 갤럭시s24플러스 256 깨끗한기기 판매 | (4911)갤럭시s24플러스 256 깨끗한기기 판매 | 갤럭시s24플러스 256 판매
갤럭시,109,갤럭시s23울트라 256기가 크림 s급 0504,갤럭시S23울트라 256기가 크림 (S급) / 0504,40,380000,630000.0,591550.0,680000,갤럭시s23울트라 | 갤럭시s23울트라 라벤더 kt b급 | 갤럭시s23울트라 크림 s급 | s23울트라 특sss급,갤럭시s23울트라 | 갤럭시s23울트라  라벤더 512G  kt  B급 | 갤럭시S23울트라 512G 크림 S급! | S23울트라 256G 특SSS급
갤럭시,292,갤럭시점프3 블랙,갤럭시점프3 블랙 128GB,39,99000,125000.0,122384.61538461539,149000,갤럭시점프3 화이트 부산 서면 폰 907651 | 갤럭시점프3 블랙 | 갤럭시점프3 블랙 a급 | 갤럭시점프3 화이트 s급,갤럭시점프3 화이트 128GB 부산 서면 중고폰 팝니다 907651 | 갤럭시점프3 블랙 128GB | 갤럭시점프3 블랙 A급 128GB | 갤럭시점프3 화이트 S급 128GB
갤럭시,243,갤럭시 버즈3,미개봉 갤럭시 버즈3 새상품,39,80000,140000.0,142110.2564102564,230000,갤럭시 버즈3 fe 그레이 | 갤럭시 버즈3 fe 블랙 | 삼성 갤럭시 버즈3 프로 실버 | 갤럭시 버즈3 프로 실버 | 갤럭시 버즈3 프로 상품,갤럭시 버즈3 FE 미개봉 새상품 그레이 | 갤럭시 버즈3 FE 미개봉 새상품 블랙 | 삼성 갤럭시 버즈3 프로 실버 풀박스 | 갤럭시 버즈3 프로 (실버) 판매합니다 | 갤럭시 버즈3 프로 미개봉 상품 팝니다
갤럭시,356,갤럭시 와이드8 블랙 무잔상 정상공기기 폰,갤럭시 와이드8 블랙 무잔상 정상공기기 중고폰,39,40000,160000.0,121820.51282051283,270000,갤럭시 와이드8 블랙 무잔상 정상공기기 폰 | 갤럭시 와이드2 블랙 정상공기기 폰,갤럭시 와이드8 블랙 무잔상 정상공기기 중고폰 | 갤럭시 와이드2 블랙  정상공기기 중고폰
갤럭시,99,a급 갤럭시 s22 플러스,A급) 갤럭시 S22 플러스 256GB,38,50000,265000.0,307368.4210526316,485000,갤럭시s24 플러스 플러스 무잔상 그레이 60291 | 갤럭시s24 플러스 플러스 무잔상 퍼플 60869 | 갤럭시s22 플러스 플러스 무잔상 그린 61032 | 갤럭시s21 플러스 플러스 무잔상 핑크 60654 | 갤럭시s24 플러스 플러스 무잔상 블랙 61390,갤럭시S24+플러스 512G 무잔상 그레이 60291 | 갤럭시S24+플러스 256G 무잔상 퍼플 60869 | 갤럭시S22+플러스 256G 무잔상 그린 61032 | 갤럭시S21+플러스 256G 무잔상 핑크 60654 | 갤럭시S24+플러스 256G 무잔상 블랙 61390
갤럭시,451,새폰급 갤럭시a25 그린기스찍힘없음 폰공기계,새폰급) 갤럭시A25 그린기스찍힘없음  중고폰공기계!,37,158000,190000.0,203513.51351351352,283000,새폰급 갤럭시퀀텀4 s급 기스찍힘없음 폰공기계 | 새폰급 갤럭시a25 옐로우 기스찍힘없음 폰공기계 | 갤럭시s10e 특s급 기스찍힘없음 폰공기계 | 갤럭시노트20레드 특s급 기스찍힘없음 폰공기계,새폰급)갤럭시퀀텀4 S급 기스찍힘없음  중고폰공기계! | 새폰급) 갤럭시A25  옐로우 기스찍힘없음 중고폰공기계! | 갤럭시s10e 특s급 기스찍힘없음 중고폰공기계! | 갤럭시노트20레드 특S급 기스찍힘없음 중고폰공기계!
갤럭시,267,갤럭시 점프 블랙 무잔상 정상공기기 폰,갤럭시 점프 블랙 무잔상 정상공기기 중고폰,36,55000,105000.0,94169.44444444444,120000,갤럭시 점프3블랙 무잔상 정상공기기 폰 | 갤럭시 점프 블랙 무잔상 정상공기기 폰 | 갤럭시 진 블랙 무잔상 정상공기기 폰,갤럭시 점프3블랙 무잔상 정상공기기 중고폰 | 갤럭시 점프 블랙 무잔상 정상공기기 중고폰 | 갤럭시 진 블랙 무잔상 정상공기기 중고폰
갤럭시,121,갤럭시 z플립3 퍼플 256기가,갤럭시 Z플립3 퍼플 256기가,34,95000,160000.0,155735.29411764705,205000,갤럭시 z플립3 256기가 그린 | 갤럭시 z플립3 퍼플 256기가 | 갤럭시z플립3 무잔상 블랙 12491 | 갤럭시z플립3 그린 a급,갤럭시 Z플립3 256기가 그린 | 갤럭시 Z플립3 퍼플 256기가 | 갤럭시Z플립3 256G 무잔상 블랙 12491 | 갤럭시Z플립3 256G 그린 A급!
갤럭시,38,갤럭시s23 256기가 그린 무잔상 0519,갤럭시S23 256기가 그린 (무잔상) / 0519,34,165000,350000.0,329117.64705882355,420000,갤럭시s23 256기가 그린 무잔상 0519 | 갤럭시s23 256기가 그린 무잔상 0527 | 갤럭시s22울트라 256기가 버건디 0527 | 갤럭시s22울트라 256기가 그린 0527 | 갤럭시s22 256기가 핑크 무잔상 0527,갤럭시S23 256기가 그린 (무잔상) / 0519 | 갤럭시S23 256기가 그린 (무잔상) 0527 | 갤럭시S22울트라 256기가 버건디 / 0527 | 갤럭시S22울트라 256기가 그린 / 0527 | 갤럭시S22 256기가 핑크 (무잔상) / 0527
갤럭시,156,갤럭시s22 256,갤럭시s22 256 판매합니다,33,179000,245000.0,242030.30303030304,262000,무잔상 a급 갤럭시s22 256기가 갤럭시22 | 갤럭시s22 블랙 | 갤럭시s22 무잔상 블랙 98739,무잔상 A급 갤럭시s22 256기가 갤럭시22 | 갤럭시S22 블랙 256GB | 갤럭시S22 256G 무잔상 블랙 98739
갤럭시,22,갤럭시z플립5 자급제,갤럭시Z플립5 자급제,33,58900,248000.0,257693.9393939394,380000,갤럭시z플립5 무잔상 크림 59362 | 갤럭시z플립5 전색상 | 갤럭시z플립5 무잔상 민트 15347 | 삼성 갤럭시z플립5 블랙,"갤럭시Z플립5 512G 무잔상 크림 59362 | 갤럭시Z플립5[새상품,전색상,미개봉] | 갤럭시Z플립5 256G 무잔상 민트 15347 | 삼성 갤럭시Z플립5 블랙 256G | 삼성 갤럭시Z플립5 블랙 512G"
갤럭시,283,갤럭시s22울트라 그린 04056 울산 폰,갤럭시S22울트라 그린 256GB 04056 울산중고폰,32,50000,445000.0,403031.25,540000,s22울트라 512 | 갤럭시s22울트라 화이트 자급제 ss급 | 갤럭시s22울트라 s908 512기가 대용량 그린 울산 폰 | 갤럭시s22울트라 512기가 그린 s급 0519,s22울트라 512 | 갤럭시S22울트라 512G 화이트 자급제 SS급! | 갤럭시S22울트라 (S908) 512기가 대용량 그린 - 울산중고폰 | 갤럭시S22울트라 512기가 그린 (S급) / 0519
갤럭시,129,갤럭시 s20핑크 무잔상 정상공기기 폰,갤럭시 S20핑크 무잔상 정상공기기 중고폰,31,75000,150000.0,145161.29032258064,160000,갤럭시 엘지g7핑크 무잔상 정상공기기 폰 | 갤럭시 s22핑크 무잔상 정상공기기 폰 | 갤럭시 s20핑크 무잔상 정상공기기 폰,갤럭시 엘지G7핑크 무잔상 정상공기기 중고폰 | 갤럭시 S22핑크 무잔상 정상공기기 중고폰 | 갤럭시 S20핑크 무잔상 정상공기기 중고폰
갤럭시,281,s급 갤럭시 s23,S급) 갤럭시 S23 256GB,31,245000,370000.0,363838.70967741933,470000,갤럭시 s23 | 갤럭시 s23 플러스 그린 75695 | 갤럭시 s23 플러스 화이트 75337 | ss급 갤럭시 s23 그린 | u 플러스 갤럭시 s23 화이트,갤럭시 S23 256GB | 갤럭시 S23 플러스 256GB 그린 [75695] | 갤럭시 S23 플러스 256GB 화이트 [75337] | SS급)갤럭시 S23 그린 256G | U+ 갤럭시 S23 5G 256G 화이트
갤럭시,497,갤럭시 노트20브론즈 정상공기기 폰,갤럭시 노트20브론즈 정상공기기 중고폰,29,160000,165000.0,171379.3103448276,185000,갤럭시 노트20브론즈 정상공기기 폰 | 갤럭시 노트20브론즈 무잔상 정상공기기 폰,갤럭시 노트20브론즈 정상공기기 중고폰 | 갤럭시 노트20브론즈 무잔상 정상공기기 중고폰
갤럭시,314,새폰급 갤럭시s23fe 크림 특s급 폰공기계,새폰급)갤럭시s23FE 크림 특S급  중고폰공기계!,29,329000,330000.0,357103.4482758621,432000,새폰급 갤럭시s23fe 블랙 24년개통 폰공기계 | 새폰급 갤럭시s23fe 퍼플 폰공기계 | 갤럭시s23 라벤더 특s급 24년개통 폰공기계,새폰급)갤럭시s23FE 블랙 24년개통 중고폰공기계! | 새폰급)갤럭시s23FE 퍼플  중고폰공기계! | 갤럭시S23 라벤더 특S급 24년개통 중고폰공기계!
갤럭시,112,갤럭시s24fe 256,갤럭시s24fe 256 판매합니다,29,59800,435000.0,426265.5172413793,610000,갤럭시s24fe 블루 | 완납폰 제휴카드x 갤럭시s24fe 알뜰 통신사 가능합니다 | 삼성 갤럭시s24fe 플러스 크기 와 동일합니다 | a급 갤럭시s24fe 256기가 블루 부산 폰 69012 울산 김해 | 3294 갤럭시s24fe 256,갤럭시S24FE 블루 256GB | [새상품/완납폰/제휴카드X]갤럭시S24FE 알뜰 통신사 가능합니다 | [삼성]갤럭시S24FE (플러스 크기 와 동일합니다) | A급. 갤럭시S24FE 256기가 블루 부산중고폰 69012 울산 김해 | (3294)갤럭시s24fe 256 판매합니다
갤럭시,101,갤럭시s25 256,갤럭시s25 256 판매합니다,29,50000,669000.0,634034.4827586206,679000,갤럭시s25 256 | 갤럭시s25 256블루 박스포함 대구 가능 | 갤럭시s25 256실버 25 선택약정가능 대구 가능 | 5328 갤럭시s25 256 | 5451 갤럭시s25 256,갤럭시s25 256 판매합니다 | 갤럭시s25 256블루 박스포함 대구 직거래가능 | 갤럭시s25 256실버 25%선택약정가능 대구 직거래가능 | (5328)갤럭시s25 256 판매합니다 | (5451)갤럭시s25 256 판매합니다
갤럭시,304,갤럭시z플립4 무잔상 블루 60388,갤럭시Z플립4 256G 무잔상 블루 60388,28,150000,160000.0,199142.85714285713,350000,갤럭시z플립4 무잔상 핑크골드 59070 | 갤럭시z플립4 무잔상 핑크골드 60863 | 갤럭시z플립4 무잔상 블루 60388 | 갤럭시z플립4 블루 s급 | 갤럭시z플립4 416767,갤럭시Z플립4 256G 무잔상 핑크골드 59070 | 갤럭시Z플립4 256G 무잔상 핑크골드 60863 | 갤럭시Z플립4 256G 무잔상 블루 60388 | 갤럭시Z플립4 256G 블루 S급! | 갤럭시z플립4 256GB 416767
갤럭시,14,갤럭시s21 바이올렛 04195 울산 폰,갤럭시S21 바이올렛 256GB 04195 울산중고폰,28,148000,210000.0,267142.85714285716,482000,s921 갤럭시s24 코발트바이올렛 | 갤럭시s21 256기가 바이올렛 부산 폰67384광주 서울 | 갤럭시s24 256기가 바이올렛 부산 폰 67281 경주 울산 창원 | a급 갤럭시s21 256기가 바이올렛 부산 폰 65270 김해 인천 | 갤럭시s21 256기가 바이올렛 부산 폰 01779 김해 울산 인천,S921 갤럭시S24 코발트바이올렛 256GB | 갤럭시S21 256기가 바이올렛 부산중고폰67384광주 서울 | 갤럭시S24 256기가 바이올렛 부산중고폰 67281 경주 울산 창원 | A급. 갤럭시S21 256기가 바이올렛 부산중고폰 65270 김해 인천 | 갤럭시S21 256기가 바이올렛 부산중고폰 01779 김해 울산 인천
갤럭시,21,갤럭시s22플러스 화이트 s906 깨끗한 제품,갤럭시S22플러스 256G 화이트(S906) 깨끗한 제품 판매합니다,28,180000,240000.0,240571.42857142858,330000,갤럭시s22플러스 깨끗한폰 | 갤럭시s22플러스 블랙 s906 | 갤럭시s22플러스 화이트 s906 깨끗한 제품 | 갤럭시s22플러스 택비무료,갤럭시s22플러스 깨끗한폰 | 갤럭시S22플러스 256G 블랙(S906) 판매합니다 | 갤럭시S22플러스 256G 화이트(S906) 깨끗한 제품 판매합니다 | 갤럭시S22플러스 256G 택비무료
갤럭시,57,갤럭시 엘지v50블랙 a급 정상공기기 폰,갤럭시 엘지V50블랙 A급 정상공기기 중고폰,27,69000,110000.0,103703.70370370371,130000,갤럭시 엘지v50블랙 무잔상 a급 정상공기기 폰 | 갤럭시 a750블랙 무잔상 정상공기기 폰,갤럭시 엘지V50블랙 무잔상 A급 정상공기기 중고폰 | 갤럭시 A750블랙 무잔상 정상공기기 중고폰
갤럭시,394,갤럭시 s21바이올렛 정상공기기 폰,갤럭시 S21바이올렛 정상공기기 중고폰,27,140000,155000.0,167777.77777777778,195000,갤럭시 s21바이올렛 정상공기기 폰 | 갤럭시 s21바이올렛 무잔상 정상공기기 폰 | 갤럭시 s21바이올렛 a급 무잔상 정상공기기 폰,갤럭시 S21바이올렛 정상공기기 중고폰 | 갤럭시 S21바이올렛 무잔상 정상공기기 중고폰 | 갤럭시 S21바이올렛 A급 무잔상 정상공기기 중고폰
